,english,sentiment,vader_sentiment,blob_sentiment
13880,senegal is an_essential partner in the management of the atlantic route we have signed a joint_statement and two memoranda of understanding to move_towards a regular_migration spain is committed to giving continuity and strengthening_bilateral relations in this area,POSITIVE,POSITIVE,NEUTRAL
13881,my thanks to the and deployed in the contingent of the port of dakar his collaboration with the senegalese authorities is essential to face on the first_line irregular immigration our priority is a safe orderly and regular_migration,POSITIVE,POSITIVE,POSITIVE
13882,we started the visit to senegal by supporting the presence of spanish_companies in the region we want to promote new forms_of collaboration to face global_challenges the economic internationalization_will contribute decisively to the recovery and growth of our countries,POSITIVE,POSITIVE,POSITIVE
13883,today we advance in ecological_transition the draft climate_change law enters its final_line to become the first leydeclima of spain we are leaders in ambitionally we are_fully compromised_with a prosperity model respectful with the planet,POSITIVE,POSITIVE,POSITIVE
13884,education is the basis for progress i have visited salesian school don bosco in luanda it is a pride that spanish citizens work on this project and promote the formation of angolan children and adolescents it symbolizes the great collaboration_between spain and angola,POSITIVE,POSITIVE,POSITIVE
13885,today we give a new push to bilateral_relations between angola and spain we signed several agreements in agricultural fishing industry and transport that will further_strengthen cooperation among our countries thank_you for the reception,POSITIVE,POSITIVE,POSITIVE
13886,angola can continue to count_on spanish_companies to promote their development today we begin our visit to the country participating_in a business act we narrow ties and we move together in a common_goal the recovery and economic_growth of our nations,POSITIVE,POSITIVE,NEGATIVE
13887,advance_towards the inclusion of the gypsy people ending with all discrimination that is our commitment we will_continue defending the diversity of our country working_together and together for a fully egalitarian_society dayeblogitano baxtalipe,POSITIVE,POSITIVE,NEUTRAL
13888,spain already has an_exit horizon the labor_market improves and the imf_has updated up its forecasts by situating our country as the developed economy that will grow most in together with usa with vaccination is the most_effective economic_policy,POSITIVE,POSITIVE,POSITIVE
13889,between_april and june arrival in our country of million vaccines is planned times more_than those received in the first trimester spain has_been hired more_than million_doses to receive between_april and september priority vaccinate_vaccinate and vaccinate,NEUTRAL,NEUTRAL,POSITIVE
13890,the rhythm of vaccination will accelerate this april we are_going to add even_more all our strength to vaccinate and vaccinate without_rest with a clear_objective that of the population million_people is immunized against_covid at the end of august yomevacuno,POSITIVE,POSITIVE,NEUTRAL
13891,a_lot of encouragement and all my support for a_speedy recovery to the president of argentina positive by covid we will_continue working_together to overcome_this pandemic and achieve the objectives we share a_hug alberto,POSITIVE,POSITIVE,POSITIVE
13892,we have the project for_gobernarenserio in the community of madrid we have the example of the mayors and mayors of the of this region municipal socialist pride who knows_how to build the common_good madrid is much_more than the capital and we are_going to remind it on the right,POSITIVE,POSITIVE,POSITIVE
13893,the true dilemma posed_by m is whether we want in madrid a serious government with or an extreme oltraderearch government with more social injustice corruption demagogy and transbumism we stop with our vote the government of columbus gobernalerio,NEGATIVE,NEGATIVE,POSITIVE
13894,today we continue to support our candidate to preside_over the community of madrid in an act in ferraz this region deserves someone capable of gobernal and that is angel_gabilondo join_us live from hours,POSITIVE,POSITIVE,POSITIVE
13895,zorionak congratulations on this historic triumph at the end of the copadelrey so expected for years congratulations to the team and all the great hobby txuriurdin,POSITIVE,POSITIVE,POSITIVE
13896,in the díamundialautism we reaffirm_our commitment to the full social and labor inclusion of people with autism in this year the pandemic has aggravated its situation of vulnerability let_s work to improve their quality of life and guarantee_equal opportunities,POSITIVE,POSITIVE,POSITIVE
13897,women have a decisive weight in the government of spain from today they will_be a majority in the executive who will have for the first_time with four vice_presidential women my thanks to e for having accepted_his new responsibilities,POSITIVE,POSITIVE,POSITIVE
13898,i_appreciate his work in the at this time the pandemic has_made us face a_huge challenge from the different visions of our parties in the government of coalition has_prevailed unity responsibility and general_interest,POSITIVE,POSITIVE,NEUTRAL
13899,we initiate the procedures to modify the leyciencia it is a key area for social_welfare and the pandemic has_demonstrated it again you have to recover the lost time and give our researchers stability and the necessary means to perform their work with guarantees,NEGATIVE,NEGATIVE,NEUTRAL
13900,the covid is causing havoc on the economies of developing_countries increasing_poverty and inequality levels we_must act to alleviate liquidity problems and facilitate global access to international financing findev,NEGATIVE,NEGATIVE,NEUTRAL
13901,the future of africa is linked to the future of spain and europe today we present our program of action on the neighboring continent for the coming_years together we will approach the shared_challenges and build a horizon of prosperity_sustainability and equity focoafrica,POSITIVE,NEUTRAL,POSITIVE
